ID_Poda,Lote,Fecha_Poda,Tipo_Poda,Costo,Horas_Hombre
75,LOTE-040,2026-01-25,Produccion,-156.19,69
76,LOTE-038,2026-11-20,Produccion,316.69,89
77,LOTE-029,2026-03-12,Rejuvenecimiento,-808.04,57
78,LOTE-035,2026-04-06,Formacion,1531.94,74
79,LOTE-001,2026-01-16,Formacion,1174.88,86
80,LOTE-048,2026-03-13,Produccion,1149.72,110
81,LOTE-038,2026-11-06,Produccion,606.82,117
82,LOTE-041,2026-02-12,Sanidad,1674.02,112
83,LOTE-036,2026-10-17,Sanidad,2214.3,-5
84,LOTE-045,2026-11-04,Sanidad,839.91,67
85,LOTE-012,2026-12-06,Sanidad,687.91,109
86,LOTE-048,2026-09-22,Produccion,-873.4,19
87,LOTE-014,2026-09-05,Produccion,978.0,57
88,LOTE-020,2026-02-27,Rejuvenecimiento,1752.65,81
89,LOTE-045,2026-08-28,Produccion,643.84,10
90,LOTE-045,2026-03-13,Produccion,246.67,96
91,LOTE-006,2026-08-22,Sanidad,990.57,113
92,LOTE-026,2026-04-23,Rejuvenecimiento,547.48,54
93,LOTE-011,2026-05-16,Rejuvenecimiento,965.39,57
94,LOTE-001,2026-10-09,Produccion,79.06,74
95,LOTE-033,2026-08-10,Sanidad,144.07,62
96,LOTE-049,2026-03-06,Rejuvenecimiento,1582.66,10
97,LOTE-039,2026-04-26,Rejuvenecimiento,446.12,68
98,LOTE-049,2026-06-02,Formacion,902.58,94
99,LOTE-011,2026-01-06,Produccion,137.33,53
100,LOTE-012,2026-04-16,Formacion,325.92,88
101,LOTE-006,2026-03-25,Sanidad,1225.94,55
102,LOTE-020,2026-09-29,Sanidad,825.51,10
103,LOTE-005,2026-10-07,Sanidad,1043.58,58
104,LOTE-038,2026-07-16,Formacion,1652.06,53
105,LOTE-047,2026-09-23,Produccion,1551.83,3
106,LOTE-045,2026-10-28,Rejuvenecimiento,793.27,3
107,LOTE-005,2026-08-27,Formacion,408.75,29
108,LOTE-015,2026-05-25,Formacion,1189.84,115
109,LOTE-027,2026-10-27,Rejuvenecimiento,1082.19,10
110,LOTE-027,2026-03-17,Formacion,970.98,33
111,LOTE-040,2026-08-17,Sanidad,1778.33,6
112,LOTE-039,2026-05-30,Formacion,1123.37,45
113,LOTE-028,2026-09-17,Formacion,1622.86,51
114,LOTE-016,2026-11-28,Produccion,4318.81,-5
115,LOTE-047,2026-11-17,Produccion,1880.75,34
116,LOTE-005,2026-03-18,Sanidad,76.18,120
117,LOTE-034,2026-09-12,Sanidad,788.97,66
118,LOTE-009,2026-02-09,Sanidad,1702.32,44
119,LOTE-024,2026-02-12,Rejuvenecimiento,926.12,66
120,LOTE-019,2026-06-20,Sanidad,1013.07,85
121,LOTE-020,2026-07-30,Rejuvenecimiento,203.83,4
122,LOTE-025,2026-11-30,Rejuvenecimiento,965.92,99
123,LOTE-028,2026-04-15,Produccion,1984.52,26
124,LOTE-043,2026-06-24,Formacion,1225.2,9
125,LOTE-026,2026-01-14,Produccion,1399.07,54
126,LOTE-031,2026-12-06,Rejuvenecimiento,475.12,113
127,LOTE-001,2026-09-13,Sanidad,1657.55,111
128,LOTE-029,2026-11-02,Sanidad,1623.74,75
129,LOTE-047,2026-12-31,Formacion,4610.84,-5
130,LOTE-015,2026-06-02,Sanidad,992.54,103
131,LOTE-011,2026-09-07,Produccion,322.75,61
132,LOTE-035,2026-09-27,Sanidad,-554.73,60
133,LOTE-012,2026-06-10,Formacion,1033.79,35
134,LOTE-011,2026-11-13,Produccion,1081.68,84
135,LOTE-029,2026-07-11,Rejuvenecimiento,1703.28,47
136,LOTE-039,2026-09-09,Formacion,543.82,35
137,LOTE-044,2026-10-16,Formacion,1403.56,94
138,LOTE-028,2026-11-05,Produccion,765.18,116
139,LOTE-016,2026-04-10,Formacion,711.22,74
140,LOTE-009,2026-12-04,Rejuvenecimiento,648.89,103
141,LOTE-008,2026-04-27,Formacion,528.31,30
142,LOTE-018,2026-06-29,Rejuvenecimiento,762.87,35
143,LOTE-043,2026-04-03,Produccion,385.12,31
144,LOTE-015,2026-11-10,Rejuvenecimiento,224.17,10
145,LOTE-047,2026-09-01,Formacion,1630.8,19
146,LOTE-040,2026-03-06,Rejuvenecimiento,1199.53,119
147,LOTE-019,2026-02-18,Produccion,326.02,31
148,LOTE-037,2026-06-29,Sanidad,1146.92,20
149,LOTE-048,2026-11-25,Rejuvenecimiento,558.91,99
150,LOTE-003,2026-04-22,Formacion,611.13,71
151,LOTE-044,2026-05-27,Sanidad,1444.25,86
152,LOTE-016,2026-03-15,Rejuvenecimiento,1649.27,112
153,LOTE-010,2026-04-26,Formacion,1906.66,4
154,LOTE-021,2026-05-22,Rejuvenecimiento,1299.12,115
155,LOTE-045,2026-08-23,Sanidad,1846.98,76
156,LOTE-030,2026-05-20,Formacion,250.28,119
157,LOTE-030,2026-01-04,Formacion,555.41,21
158,LOTE-042,2026-12-27,Rejuvenecimiento,532.41,78
159,LOTE-026,2026-10-27,Sanidad,1663.69,-5
160,LOTE-029,2026-12-08,Sanidad,1337.22,23
161,LOTE-027,2026-05-30,Produccion,1871.42,98
162,LOTE-041,2026-07-24,Rejuvenecimiento,-79.8,29
163,LOTE-017,2026-08-14,Rejuvenecimiento,1727.16,58
164,LOTE-035,2026-03-22,Formacion,639.16,74
165,LOTE-025,2026-02-14,Formacion,209.8,19
166,LOTE-041,2026-03-06,Formacion,741.52,29
167,LOTE-046,2026-11-13,Formacion,1657.4,95
168,LOTE-011,2026-11-23,Formacion,1468.21,89
169,LOTE-022,2026-12-21,Rejuvenecimiento,202.78,84
170,LOTE-021,2026-09-02,Produccion,775.37,101
171,LOTE-048,2026-02-09,Sanidad,1880.31,99
172,LOTE-034,2026-08-16,Formacion,1300.4,56
173,LOTE-023,2026-02-10,Sanidad,254.33,13
174,LOTE-045,2026-06-03,Produccion,1115.61,103
175,LOTE-025,2026-06-18,Produccion,1527.41,84
176,LOTE-028,2026-06-17,Produccion,1117.05,76
177,LOTE-029,2026-04-05,Rejuvenecimiento,1092.33,51
178,LOTE-002,2026-04-28,Rejuvenecimiento,209.63,59
179,LOTE-034,2026-09-08,Rejuvenecimiento,1043.96,49
180,LOTE-048,2026-08-23,Rejuvenecimiento,268.54,116
181,LOTE-034,2026-04-10,Sanidad,1203.75,94
182,LOTE-033,2026-12-25,Produccion,1477.79,101
183,LOTE-009,2026-10-12,Formacion,4414.48,-5
184,LOTE-029,2026-05-26,Produccion,432.34,-5
185,LOTE-009,2026-10-07,Produccion,1963.1,45
186,LOTE-040,2026-12-23,Sanidad,1913.9,100
187,LOTE-020,2026-02-17,Rejuvenecimiento,956.68,94
188,LOTE-045,2026-08-22,Produccion,1017.49,45
189,LOTE-036,2026-11-23,Sanidad,943.14,98
190,LOTE-037,2026-11-27,Sanidad,602.91,5
191,LOTE-014,2026-01-05,Sanidad,234.75,2
192,LOTE-048,2026-02-17,Rejuvenecimiento,1313.97,106
193,LOTE-011,2026-06-20,Formacion,1694.58,24
194,LOTE-031,2026-04-30,Sanidad,218.01,36
195,LOTE-041,2026-04-29,Sanidad,1190.53,7
196,LOTE-002,2026-11-18,Sanidad,77.79,97
197,LOTE-036,2026-12-12,Formacion,1461.08,75
198,LOTE-047,2026-06-03,Sanidad,231.98,112
199,LOTE-036,2026-09-27,Produccion,333.36,39
200,LOTE-003,2026-04-27,Formacion,1970.43,5
201,LOTE-020,2026-07-06,Formacion,401.69,118
202,LOTE-032,2026-06-08,Rejuvenecimiento,138.51,6
203,LOTE-027,2026-11-29,Rejuvenecimiento,636.51,78
204,LOTE-024,2026-04-12,Produccion,1019.4,58
205,LOTE-047,2026-08-03,Sanidad,547.69,80
206,LOTE-028,2026-03-31,Formacion,1420.59,17
207,LOTE-010,2026-03-02,Sanidad,531.78,21
208,LOTE-012,2026-03-07,Formacion,-884.91,31
209,LOTE-006,2026-03-18,Formacion,1873.79,16
210,LOTE-034,2026-11-29,Produccion,1579.78,40
211,LOTE-013,2026-01-26,Formacion,500.63,108
212,LOTE-003,2026-09-10,Rejuvenecimiento,1883.91,25
213,LOTE-040,2026-08-30,Formacion,332.83,103
214,LOTE-031,2026-09-01,Formacion,1516.49,70
215,LOTE-034,2026-05-28,Formacion,917.26,92
216,LOTE-033,2026-09-17,Sanidad,1534.91,82
217,LOTE-033,2026-03-02,Produccion,2070.35,-5
218,LOTE-040,2026-05-18,Rejuvenecimiento,340.17,80
219,LOTE-001,2026-12-20,Rejuvenecimiento,1106.89,43
220,LOTE-041,2026-01-03,Sanidad,439.2,13
221,LOTE-046,2026-08-09,Formacion,258.65,44
222,LOTE-041,2026-10-27,Rejuvenecimiento,1598.9,73
223,LOTE-042,2026-06-26,Produccion,1666.95,8
224,LOTE-022,2026-03-02,Formacion,1238.67,111
225,LOTE-035,2026-11-29,Formacion,611.22,102
226,LOTE-023,2026-07-21,Produccion,587.63,30
227,LOTE-027,2026-03-18,Rejuvenecimiento,246.09,19
228,LOTE-006,2026-08-13,Rejuvenecimiento,1806.07,41
229,LOTE-013,2026-04-22,Formacion,1786.71,79
230,LOTE-015,2026-01-10,Sanidad,525.62,88
231,LOTE-018,2026-05-30,Produccion,1236.83,113
232,LOTE-021,2026-02-07,Produccion,887.12,4
233,LOTE-046,2026-06-10,Formacion,913.01,99
234,LOTE-016,2026-07-26,Formacion,1664.31,108
235,LOTE-019,2026-08-13,Produccion,615.11,40
236,LOTE-036,2026-02-05,Rejuvenecimiento,609.01,36
237,LOTE-039,2026-01-01,Rejuvenecimiento,1313.69,29
238,LOTE-012,2026-12-21,Sanidad,447.51,49
239,LOTE-044,2026-08-30,Sanidad,1950.82,14
240,LOTE-025,2026-11-29,Sanidad,1817.91,98
241,LOTE-003,2026-06-20,Formacion,1062.47,24
242,LOTE-013,2026-05-26,Produccion,1055.39,119
243,LOTE-021,2026-11-28,Sanidad,-788.49,68
244,LOTE-030,2026-10-07,Formacion,647.51,61
245,LOTE-019,2026-04-02,Produccion,1534.26,109
246,LOTE-041,2026-04-28,Rejuvenecimiento,1562.7,86
247,LOTE-006,2026-10-12,Formacion,1918.7,54
248,LOTE-003,2026-02-01,Formacion,831.65,79
249,LOTE-005,2026-03-18,Formacion,1866.01,63
250,LOTE-029,2026-07-04,Rejuvenecimiento,N/A,
251,LOTE-049,2026-09-08,Formacion,207.28,106
252,LOTE-047,2026-02-09,Formacion,814.07,119
253,LOTE-033,2026-07-15,Sanidad,1579.39,96
254,LOTE-001,2026-04-07,Sanidad,718.63,1
255,LOTE-023,2026-05-06,Rejuvenecimiento,472.42,6
256,LOTE-035,2026-04-10,Formacion,1842.76,33
257,LOTE-010,2026-07-05,Sanidad,1910.5,3
258,LOTE-008,2026-10-19,Sanidad,735.76,102
259,LOTE-048,2026-10-25,Sanidad,406.76,78
260,LOTE-003,2026-10-11,Produccion,1399.89,55
261,LOTE-031,2026-03-15,Formacion,520.68,117
262,LOTE-032,2026-03-13,Produccion,539.22,82
263,LOTE-041,2026-07-02,Rejuvenecimiento,1867.55,53
264,LOTE-032,2026-07-28,Produccion,1884.68,74
265,LOTE-025,2026-03-28,Produccion,1907.06,120
266,LOTE-023,2026-12-14,Sanidad,1852.71,116
267,LOTE-041,2026-04-29,Produccion,608.3,20
268,LOTE-034,2026-03-19,Formacion,1877.04,34
269,LOTE-026,2026-09-19,Rejuvenecimiento,4590.03,-5
270,LOTE-011,2026-06-25,Produccion,1604.96,102
271,LOTE-017,2026-04-02,Rejuvenecimiento,1906.3,11
272,LOTE-024,2026-08-02,Formacion,190.91,25
273,LOTE-020,2026-07-14,Rejuvenecimiento,288.28,36
274,LOTE-004,2026-07-10,Produccion,1349.38,5
275,LOTE-030,2026-08-12,Formacion,1348.4,10
276,LOTE-033,2026-04-17,Rejuvenecimiento,1508.64,63
277,LOTE-039,2026-08-28,Formacion,1429.1,96
278,LOTE-045,2026-04-08,Rejuvenecimiento,1268.6,108
279,LOTE-037,2026-09-15,Sanidad,669.21,99
280,LOTE-042,2026-09-10,Formacion,1770.21,47
281,LOTE-023,2026-05-08,Rejuvenecimiento,534.08,111
282,LOTE-002,2026-06-22,Produccion,1800.51,22
283,LOTE-047,2026-08-05,Formacion,1046.98,89
284,LOTE-015,2026-10-16,Rejuvenecimiento,1693.33,115
285,LOTE-026,2026-08-25,Rejuvenecimiento,1298.4,67
286,LOTE-030,2026-11-10,Sanidad,1519.03,71
287,LOTE-029,2026-07-18,Formacion,1699.77,93
288,LOTE-018,2026-09-21,Formacion,1376.9,78
289,LOTE-035,2026-12-21,Formacion,1860.74,113
290,LOTE-039,2026-12-15,Produccion,1228.32,14
291,LOTE-046,2026-11-22,Rejuvenecimiento,400.48,1
292,LOTE-048,2026-11-13,Formacion,1941.95,30
293,LOTE-049,2026-04-17,Rejuvenecimiento,108.39,64
294,LOTE-005,2026-09-21,Sanidad,1513.67,20
295,LOTE-045,2026-08-24,Sanidad,3848.46,-5
296,LOTE-035,2026-01-03,Rejuvenecimiento,315.92,22
297,LOTE-013,2026-12-06,Produccion,1571.46,23
298,LOTE-017,2026-02-02,Formacion,393.62,94
299,LOTE-023,2026-09-28,Rejuvenecimiento,1173.9,13
300,LOTE-044,2026-01-10,Produccion,1693.75,97
301,LOTE-033,2026-08-01,Formacion,173.08,112
302,LOTE-034,2026-07-09,Produccion,1921.3,119
303,LOTE-006,2026-09-16,Produccion,-419.26,87
304,LOTE-011,2026-11-27,Formacion,1768.36,4
305,LOTE-045,2026-04-20,Sanidad,1579.43,34
306,LOTE-044,2026-11-10,Produccion,1384.2,26
307,LOTE-014,2026-01-16,Formacion,1283.05,17
308,LOTE-037,2026-09-17,Sanidad,683.6,32
309,LOTE-041,2026-05-17,Rejuvenecimiento,1057.73,120
310,LOTE-025,2026-03-15,Rejuvenecimiento,1495.94,85
311,LOTE-006,2026-07-06,Sanidad,-855.04,51
312,LOTE-047,2026-10-01,Rejuvenecimiento,1827.36,39
313,LOTE-038,2026-01-03,Sanidad,1354.5,97
314,LOTE-043,2026-03-17,Sanidad,404.63,69
315,LOTE-009,2026-09-23,Formacion,-186.57,21
316,LOTE-004,2026-12-28,Sanidad,954.11,44
317,LOTE-018,2026-03-26,Rejuvenecimiento,877.75,22
318,LOTE-010,2026-11-22,Produccion,1039.97,117
319,LOTE-015,2026-06-28,Formacion,172.41,16
320,LOTE-023,2026-05-02,Produccion,1040.51,46
321,LOTE-007,2026-01-28,Formacion,1688.08,79
322,LOTE-034,2026-01-19,Formacion,603.65,93
323,LOTE-001,2026-01-13,Formacion,1709.51,106
324,LOTE-030,2026-12-11,Produccion,1414.03,40
325,LOTE-020,2026-03-30,Sanidad,1828.7,1
326,LOTE-003,2026-09-24,Sanidad,238.9,89
327,LOTE-016,2026-03-26,Formacion,1983.95,55
328,LOTE-032,2026-06-17,Sanidad,1367.3,14
329,LOTE-027,2026-08-27,Rejuvenecimiento,1209.27,30
330,LOTE-049,2026-01-03,Sanidad,772.05,80
331,LOTE-008,2026-05-05,Produccion,1996.89,65
332,LOTE-049,2026-01-12,Formacion,977.87,54
333,LOTE-035,2026-01-16,Sanidad,1760.43,45
334,LOTE-015,2026-04-03,Sanidad,910.18,74
335,LOTE-006,2026-02-02,Produccion,N/A,
336,LOTE-005,2026-10-19,Sanidad,1295.51,97
337,LOTE-008,2026-12-31,Formacion,1401.54,89
338,LOTE-012,2026-04-24,Formacion,813.44,7
339,LOTE-006,2026-06-22,Formacion,1853.01,97
340,LOTE-002,2026-06-18,Rejuvenecimiento,820.56,58
341,LOTE-045,2026-01-04,Sanidad,815.23,18
342,LOTE-044,2026-12-05,Rejuvenecimiento,N/A,
343,LOTE-016,2026-12-26,Sanidad,1308.85,6
344,LOTE-021,2026-03-31,Formacion,1017.9,120
345,LOTE-016,2026-04-07,Sanidad,177.05,28
346,LOTE-012,2026-05-15,Rejuvenecimiento,584.65,97
347,LOTE-018,2026-09-01,Sanidad,1468.64,68
348,LOTE-032,2026-10-31,Sanidad,1156.57,23
349,LOTE-023,2026-07-21,Formacion,1472.24,108
350,LOTE-027,2026-09-10,Rejuvenecimiento,1374.98,73
351,LOTE-011,2026-08-11,Sanidad,759.0,107
352,LOTE-027,2026-03-17,Formacion,908.55,82
353,LOTE-026,2026-03-08,Produccion,1087.56,47
354,LOTE-026,2026-07-08,Formacion,57.92,43
355,LOTE-021,2026-11-01,Sanidad,464.54,97
356,LOTE-003,2026-05-30,Rejuvenecimiento,1435.98,53
357,LOTE-021,2026-06-21,Formacion,1954.38,72
358,LOTE-015,2026-01-30,Rejuvenecimiento,406.24,43
359,LOTE-002,2026-08-09,Sanidad,1684.12,42
360,LOTE-017,2026-06-24,Rejuvenecimiento,1561.07,63
361,LOTE-016,2026-08-12,Formacion,253.11,-5
362,LOTE-009,2026-03-18,Rejuvenecimiento,1009.06,35
363,LOTE-006,2026-09-15,Rejuvenecimiento,1585.94,31
364,LOTE-030,2026-11-07,Rejuvenecimiento,1116.72,105
365,LOTE-021,2026-11-12,Produccion,789.99,86
366,LOTE-036,2026-08-08,Rejuvenecimiento,1414.41,81
367,LOTE-029,2026-05-20,Rejuvenecimiento,840.94,20
368,LOTE-024,2026-04-12,Rejuvenecimiento,195.14,5
369,LOTE-020,2026-02-16,Produccion,1348.81,45
370,LOTE-031,2026-03-07,Sanidad,910.06,57
371,LOTE-048,2026-04-26,Formacion,1842.22,9
372,LOTE-022,2026-06-28,Formacion,592.81,24
373,LOTE-037,2026-12-21,Formacion,404.96,45
374,LOTE-035,2026-05-25,Produccion,455.33,11
375,LOTE-030,2026-11-05,Produccion,1752.5,59
376,LOTE-033,2026-08-26,Formacion,N/A,
377,LOTE-034,2026-06-22,Formacion,709.69,104
378,LOTE-004,2026-06-03,Formacion,1623.14,113
379,LOTE-042,2026-12-01,Formacion,434.24,19
380,LOTE-045,2026-06-14,Sanidad,1080.25,6
381,LOTE-045,2026-09-30,Rejuvenecimiento,1641.51,29
382,LOTE-022,2026-04-23,Produccion,369.02,63
383,LOTE-040,2026-06-05,Sanidad,1127.33,70
384,LOTE-016,2026-02-13,Produccion,1022.39,79
385,LOTE-009,2026-09-27,Sanidad,1816.88,96
386,LOTE-049,2026-03-31,Produccion,987.83,2
387,LOTE-040,2026-03-14,Sanidad,1078.36,81
388,LOTE-035,2026-07-18,Formacion,1318.67,114
389,LOTE-037,2026-06-11,Produccion,716.87,2
390,LOTE-011,2026-02-19,Produccion,1216.26,116
391,LOTE-003,2026-12-18,Rejuvenecimiento,895.67,73
392,LOTE-013,2026-02-13,Produccion,55.23,9
393,LOTE-036,2026-03-13,Produccion,150.55,112
394,LOTE-022,2026-11-14,Formacion,1020.65,104
395,LOTE-022,2026-05-04,Formacion,1658.48,103
396,LOTE-050,2026-09-07,Produccion,1706.06,51
397,LOTE-047,2026-08-06,Sanidad,1611.04,60
398,LOTE-006,2026-05-28,Sanidad,422.2,41
399,LOTE-005,2026-01-06,Rejuvenecimiento,608.02,10
400,LOTE-030,2026-12-01,Produccion,1279.0,93
401,LOTE-024,2026-05-20,Rejuvenecimiento,480.81,12
402,LOTE-037,2026-08-06,Sanidad,628.22,117
403,LOTE-032,2026-07-11,Produccion,1943.43,120
404,LOTE-021,2026-05-05,Rejuvenecimiento,1485.71,43
405,LOTE-018,2026-09-01,Produccion,432.94,60
406,LOTE-037,2026-02-20,Produccion,1434.49,72
407,LOTE-014,2026-06-17,Formacion,226.91,71
408,LOTE-041,2026-09-10,Produccion,1549.3,24
409,LOTE-045,2026-07-07,Formacion,1713.65,9
410,LOTE-008,2026-08-07,Sanidad,1118.49,103
411,LOTE-044,2026-08-13,Formacion,156.1,101
412,LOTE-038,2026-09-08,Rejuvenecimiento,1391.83,76
413,LOTE-028,2026-01-24,Rejuvenecimiento,925.4,78
414,LOTE-023,2026-03-04,Produccion,1445.35,118
415,LOTE-010,2026-07-27,Sanidad,1115.39,65
416,LOTE-047,2026-12-05,Produccion,957.56,99
417,LOTE-026,2026-10-10,Rejuvenecimiento,1874.49,27
418,LOTE-043,2026-03-12,Rejuvenecimiento,464.42,14
419,LOTE-042,2026-07-05,Formacion,192.54,29
420,LOTE-011,2026-05-15,Formacion,1152.47,112
421,LOTE-023,2026-11-22,Produccion,1184.72,120
422,LOTE-025,2026-07-07,Produccion,790.85,73
423,LOTE-032,2026-05-14,Rejuvenecimiento,558.09,102
424,LOTE-012,2026-10-03,Sanidad,1478.63,41
425,LOTE-011,2026-01-11,Sanidad,1077.89,88
426,LOTE-022,2026-12-02,Sanidad,1927.62,65
427,LOTE-003,2026-06-29,Produccion,1762.87,92
428,LOTE-027,2026-08-24,Formacion,1654.96,105
429,LOTE-002,2026-10-25,Sanidad,1361.86,21
430,LOTE-003,2026-01-30,Rejuvenecimiento,945.71,113
431,LOTE-013,2026-05-02,Formacion,1675.88,88
432,LOTE-005,2026-05-23,Produccion,1489.51,116
433,LOTE-041,2026-03-14,Rejuvenecimiento,1925.01,47
434,LOTE-027,2026-04-13,Sanidad,700.71,20
435,LOTE-039,2026-07-22,Rejuvenecimiento,N/A,
436,LOTE-042,2026-06-03,Formacion,409.13,37
437,LOTE-022,2026-01-28,Formacion,311.62,24
438,LOTE-047,2026-01-28,Sanidad,1273.83,42
439,LOTE-003,2026-10-18,Rejuvenecimiento,1411.33,90
440,LOTE-025,2026-08-22,Formacion,1735.98,58
441,LOTE-038,2027-01-01,Formacion,785.73,5
442,LOTE-037,2026-06-06,Produccion,1193.49,-5
443,LOTE-003,2026-01-13,Produccion,721.22,49
444,LOTE-038,2026-11-10,Formacion,52.21,58
445,LOTE-034,2026-03-26,Produccion,966.16,18
446,LOTE-011,2026-09-28,Sanidad,203.44,33
447,LOTE-006,2026-09-16,Sanidad,684.5,26
448,LOTE-027,2026-09-11,Formacion,1383.02,116
449,LOTE-011,2026-06-26,Formacion,559.49,14
450,LOTE-022,2026-03-08,Rejuvenecimiento,796.4,118
451,LOTE-031,2026-09-29,Sanidad,702.29,46
452,LOTE-011,2026-01-29,Rejuvenecimiento,1651.22,21
453,LOTE-017,2026-09-25,Formacion,N/A,
454,LOTE-049,2026-07-26,Produccion,1681.05,27
455,LOTE-006,2026-08-20,Produccion,1205.74,26
456,LOTE-032,2026-09-02,Rejuvenecimiento,259.2,120
457,LOTE-031,2026-08-08,Formacion,1404.62,65
458,LOTE-044,2026-10-24,Sanidad,1203.61,78
459,LOTE-022,2026-04-18,Sanidad,-487.8,82
460,LOTE-043,2026-11-06,Rejuvenecimiento,781.08,113
461,LOTE-050,2026-04-16,Produccion,252.54,55
462,LOTE-007,2026-02-05,Formacion,1599.56,17
463,LOTE-014,2026-04-02,Sanidad,1183.88,18
464,LOTE-047,2026-12-20,Formacion,746.23,55
465,LOTE-010,2026-05-13,Sanidad,462.66,12
466,LOTE-010,2026-11-02,Formacion,1606.17,109
467,LOTE-043,2026-11-05,Formacion,-334.8,16
468,LOTE-041,2026-06-15,Sanidad,1714.43,30
469,LOTE-004,2026-05-16,Rejuvenecimiento,3841.49,-5
470,LOTE-028,2026-11-09,Formacion,227.9,5
471,LOTE-042,2026-01-29,Sanidad,377.39,96
472,LOTE-003,2026-08-20,Rejuvenecimiento,88.65,120
473,LOTE-020,2026-12-03,Rejuvenecimiento,1875.04,32
474,LOTE-043,2026-10-01,Formacion,1578.49,16
475,LOTE-048,2026-08-12,Rejuvenecimiento,1440.2,47
